Measure,Pre-2009,2009-2013,2014-2016,Post-2016,Measure2,Agency,MortgageType,Date
VOLUME OF TRADES (000'S),418.2,1748.5,20237.5,8371.4,DEALER TO DEALER,GNMA,AGENCY CMO P&I,04/24/2019
VOLUME OF TRADES (000'S),1023.2,2593.5,320.7,7439,<= $1MM,GNMA,AGENCY CMO P&I,04/24/2019
VOLUME OF TRADES (000'S),0,*,*,19021.5,<= $10MM,GNMA,AGENCY CMO P&I,04/24/2019
VOLUME OF TRADES (000'S),0,*,*,*,<= $100MM,GNMA,AGENCY CMO P&I,04/24/2019
VOLUME OF TRADES (000'S),0,0,0,*,> $100MM,GNMA,AGENCY CMO P&I,04/24/2019
NUMBER OF TRADES,107,76,40,106,TOTAL,GNMA,AGENCY CMO P&I,04/24/2019
NUMBER OF TRADES,17,32,17,61,CUSTOMER BUY,GNMA,AGENCY CMO P&I,04/24/2019
NUMBER OF TRADES,41,16,*,16,CUSTOMER SELL,GNMA,AGENCY CMO P&I,04/24/2019
NUMBER OF TRADES,49,28,21,29,DEALER TO DEALER,GNMA,AGENCY CMO P&I,04/24/2019
NUMBER OF TRADES,107,71,35,92,<= $1MM,GNMA,AGENCY CMO P&I,04/24/2019
NUMBER OF TRADES,0,*,*,7,<= $10MM,GNMA,AGENCY CMO P&I,04/24/2019
NUMBER OF TRADES,0,*,*,*,<= $100MM,GNMA,AGENCY CMO P&I,04/24/2019
NUMBER OF TRADES,0,0,0,*,> $100MM,GNMA,AGENCY CMO P&I,04/24/2019
AVERAGE PRICE,11.7,11.7,0,23.8,TOTAL,FNMA,AGENCY CMO IO/PO,04/24/2019
WEIGHTED AVG. PRICE,13.3,15.5,0,20.6,TOTAL,FNMA,AGENCY CMO IO/PO,04/24/2019
AVG. PRICE BOTTOM 5 TRADES,8.9,9.4,0,23.8,TOTAL,FNMA,AGENCY CMO IO/PO,04/24/2019
2ND QUARTILE PRICE,11.5,8.8,0,*,TOTAL,FNMA,AGENCY CMO IO/PO,04/24/2019
3RD QUARTILE PRICE,12.2,13.4,0,*,TOTAL,FNMA,AGENCY CMO IO/PO,04/24/2019
4TH QUARTILE PRICE,12.7,15.7,0,*,TOTAL,FNMA,AGENCY CMO IO/PO,04/24/2019
AVG. PRICE TOP 5 TRADES,15.1,14.3,0,23.8,TOTAL,FNMA,AGENCY CMO IO/PO,04/24/2019
STANDARD DEVIATION,4.5,3.2,0,26.1,TOTAL,FNMA,AGENCY CMO IO/PO,04/24/2019
VOLUME OF TRADES (000'S),2660.8,80816.7,0,59404,TOTAL,FNMA,AGENCY CMO IO/PO,04/24/2019
VOLUME OF TRADES (000'S),550.8,*,0,*,CUSTOMER BUY,FNMA,AGENCY CMO IO/PO,04/24/2019
VOLUME OF TRADES (000'S),1630,41096.5,0,*,CUSTOMER SELL,FNMA,AGENCY CMO IO/PO,04/24/2019
VOLUME OF TRADES (000'S),*,0,0,*,DEALER TO DEALER,FNMA,AGENCY CMO IO/PO,04/24/2019
VOLUME OF TRADES (000'S),2660.8,*,0,0,<= $1MM,FNMA,AGENCY CMO IO/PO,04/24/2019
VOLUME OF TRADES (000'S),0,*,0,*,<= $10MM,FNMA,AGENCY CMO IO/PO,04/24/2019
VOLUME OF TRADES (000'S),0,*,0,*,<= $100MM,FNMA,AGENCY CMO IO/PO,04/24/2019
VOLUME OF TRADES (000'S),0,0,0,0,> $100MM,FNMA,AGENCY CMO IO/PO,04/24/2019
NUMBER OF TRADES,22,9,0,5,TOTAL,FNMA,AGENCY CMO IO/PO,04/24/2019
NUMBER OF TRADES,5,*,0,*,CUSTOMER BUY,FNMA,AGENCY CMO IO/PO,04/24/2019
NUMBER OF TRADES,14,5,0,*,CUSTOMER SELL,FNMA,AGENCY CMO IO/PO,04/24/2019
NUMBER OF TRADES,*,0,0,*,DEALER TO DEALER,FNMA,AGENCY CMO IO/PO,04/24/2019
NUMBER OF TRADES,22,*,0,0,<= $1MM,FNMA,AGENCY CMO IO/PO,04/24/2019
NUMBER OF TRADES,0,*,0,*,<= $10MM,FNMA,AGENCY CMO IO/PO,04/24/2019
NUMBER OF TRADES,0,*,0,*,<= $100MM,FNMA,AGENCY CMO IO/PO,04/24/2019
NUMBER OF TRADES,0,0,0,0,> $100MM,FNMA,AGENCY CMO IO/PO,04/24/2019
AVERAGE PRICE,16.3,12.6,*,15.6,TOTAL,FHLMC,AGENCY CMO IO/PO,04/24/2019
WEIGHTED AVG. PRICE,19,17.2,*,16,TOTAL,FHLMC,AGENCY CMO IO/PO,04/24/2019
AVG. PRICE BOTTOM 5 TRADES,15.2,11.5,*,14,TOTAL,FHLMC,AGENCY CMO IO/PO,04/24/2019
2ND QUARTILE PRICE,16.2,12.3,*,14.2,TOTAL,FHLMC,AGENCY CMO IO/PO,04/24/2019
3RD QUARTILE PRICE,17.5,16.8,*,15.9,TOTAL,FHLMC,AGENCY CMO IO/PO,04/24/2019
4TH QUARTILE PRICE,19.8,19,*,19.4,TOTAL,FHLMC,AGENCY CMO IO/PO,04/24/2019
AVG. PRICE TOP 5 TRADES,17.8,16.4,*,17,TOTAL,FHLMC,AGENCY CMO IO/PO,04/24/2019
STANDARD DEVIATION,2.8,6.8,*,2.6,TOTAL,FHLMC,AGENCY CMO IO/PO,04/24/2019
VOLUME OF TRADES (000'S),31080.9,31664.5,*,175953.9,TOTAL,FHLMC,AGENCY CMO IO/PO,04/24/2019
VOLUME OF TRADES (000'S),31004.4,30336.3,*,*,CUSTOMER BUY,FHLMC,AGENCY CMO IO/PO,04/24/2019
VOLUME OF TRADES (000'S),*,*,*,*,CUSTOMER SELL,FHLMC,AGENCY CMO IO/PO,04/24/2019
VOLUME OF TRADES (000'S),0,*,0,*,DEALER TO DEALER,FHLMC,AGENCY CMO IO/PO,04/24/2019
VOLUME OF TRADES (000'S),*,*,0,0,<= $1MM,FHLMC,AGENCY CMO IO/PO,04/24/2019
VOLUME OF TRADES (000'S),*,*,*,*,<= $10MM,FHLMC,AGENCY CMO IO/PO,04/24/2019
VOLUME OF TRADES (000'S),*,*,*,173389.1,<= $100MM,FHLMC,AGENCY CMO IO/PO,04/24/2019
VOLUME OF TRADES (000'S),0,0,0,0,> $100MM,FHLMC,AGENCY CMO IO/PO,04/24/2019
NUMBER OF TRADES,7,7,*,8,TOTAL,FHLMC,AGENCY CMO IO/PO,04/24/2019
NUMBER OF TRADES,6,5,*,*,CUSTOMER BUY,FHLMC,AGENCY CMO IO/PO,04/24/2019
NUMBER OF TRADES,*,*,*,*,CUSTOMER SELL,FHLMC,AGENCY CMO IO/PO,04/24/2019
NUMBER OF TRADES,0,*,0,*,DEALER TO DEALER,FHLMC,AGENCY CMO IO/PO,04/24/2019
NUMBER OF TRADES,*,*,0,0,<= $1MM,FHLMC,AGENCY CMO IO/PO,04/24/2019
NUMBER OF TRADES,*,*,*,*,<= $10MM,FHLMC,AGENCY CMO IO/PO,04/24/2019
NUMBER OF TRADES,*,*,*,6,<= $100MM,FHLMC,AGENCY CMO IO/PO,04/24/2019
NUMBER OF TRADES,0,0,0,0,> $100MM,FHLMC,AGENCY CMO IO/PO,04/24/2019
AVERAGE PRICE,*,15.4,23.1,7.6,TOTAL,GNMA,AGENCY CMO IO/PO,04/24/2019
WEIGHTED AVG. PRICE,*,17,17.2,12,TOTAL,GNMA,AGENCY CMO IO/PO,04/24/2019
AVG. PRICE BOTTOM 5 TRADES,*,13.4,9.4,3.7,TOTAL,GNMA,AGENCY CMO IO/PO,04/24/2019
2ND QUARTILE PRICE,*,14,12.3,3.5,TOTAL,GNMA,AGENCY CMO IO/PO,04/24/2019
3RD QUARTILE PRICE,*,16.4,15.9,5,TOTAL,GNMA,AGENCY CMO IO/PO,04/24/2019
4TH QUARTILE PRICE,*,17.3,51.5,14.4,TOTAL,GNMA,AGENCY CMO IO/PO,04/24/2019
AVG. PRICE TOP 5 TRADES,*,17.3,34.4,11.5,TOTAL,GNMA,AGENCY CMO IO/PO,04/24/2019
STANDARD DEVIATION,*,2,18.2,5.8,TOTAL,GNMA,AGENCY CMO IO/PO,04/24/2019
VOLUME OF TRADES (000'S),*,110319,67889.1,330140.4,TOTAL,GNMA,AGENCY CMO IO/PO,04/24/2019
VOLUME OF TRADES (000'S),0,55271.6,31711.5,303979.6,CUSTOMER BUY,GNMA,AGENCY CMO IO/PO,04/24/2019
VOLUME OF TRADES (000'S),*,55047.4,36177.5,*,CUSTOMER SELL,GNMA,AGENCY CMO IO/PO,04/24/2019
VOLUME OF TRADES (000'S),0,0,0,10912,DEALER TO DEALER,GNMA,AGENCY CMO IO/PO,04/24/2019
VOLUME OF TRADES (000'S),0,*,2523.6,*,<= $1MM,GNMA,AGENCY CMO IO/PO,04/24/2019
VOLUME OF TRADES (000'S),*,*,0,14732.2,<= $10MM,GNMA,AGENCY CMO IO/PO,04/24/2019
VOLUME OF TRADES (000'S),0,100682.4,*,*,<= $100MM,GNMA,AGENCY CMO IO/PO,04/24/2019
VOLUME OF TRADES (000'S),0,0,0,*,> $100MM,GNMA,AGENCY CMO IO/PO,04/24/2019
NUMBER OF TRADES,*,12,15,12,TOTAL,GNMA,AGENCY CMO IO/PO,04/24/2019
NUMBER OF TRADES,0,6,9,5,CUSTOMER BUY,GNMA,AGENCY CMO IO/PO,04/24/2019
NUMBER OF TRADES,*,6,6,*,CUSTOMER SELL,GNMA,AGENCY CMO IO/PO,04/24/2019
NUMBER OF TRADES,0,0,0,5,DEALER TO DEALER,GNMA,AGENCY CMO IO/PO,04/24/2019
NUMBER OF TRADES,0,*,11,*,<= $1MM,GNMA,AGENCY CMO IO/PO,04/24/2019
NUMBER OF TRADES,*,*,0,7,<= $10MM,GNMA,AGENCY CMO IO/PO,04/24/2019
NUMBER OF TRADES,0,6,*,*,<= $100MM,GNMA,AGENCY CMO IO/PO,04/24/2019
NUMBER OF TRADES,0,0,0,*,> $100MM,GNMA,AGENCY CMO IO/PO,04/24/2019
AVERAGE PRICE,99.4,93.1,91.9,96.1,TOTAL,FNMA,AGENCY CMO P&I,04/25/2019
WEIGHTED AVG. PRICE,100.3,100.7,98.9,100,TOTAL,FNMA,AGENCY CMO P&I,04/25/2019
AVG. PRICE BOTTOM 5 TRADES,89.1,74.2,82.2,82.9,TOTAL,FNMA,AGENCY CMO P&I,04/25/2019
2ND QUARTILE PRICE,98.2,90.7,84.5,93.9,TOTAL,FNMA,AGENCY CMO P&I,04/25/2019
3RD QUARTILE PRICE,99.5,94.5,95.9,99.3,TOTAL,FNMA,AGENCY CMO P&I,04/25/2019
4TH QUARTILE PRICE,103.3,96.8,99.7,100,TOTAL,FNMA,AGENCY CMO P&I,04/25/2019
AVG. PRICE TOP 5 TRADES,110.2,107.5,100.3,104.4,TOTAL,FNMA,AGENCY CMO P&I,04/25/2019
STANDARD DEVIATION,8.6,7,7.7,6.8,TOTAL,FNMA,AGENCY CMO P&I,04/25/2019
VOLUME OF TRADES (000'S),7531.5,44979.3,22132.9,89600.1,TOTAL,FNMA,AGENCY CMO P&I,04/25/2019
VOLUME OF TRADES (000'S),3560.9,37297.8,5276.1,42100.8,CUSTOMER BUY,FNMA,AGENCY CMO P&I,04/25/2019
VOLUME OF TRADES (000'S),1048.5,3772.3,4400.6,10762.3,CUSTOMER SELL,FNMA,AGENCY CMO P&I,04/25/2019
VOLUME OF TRADES (000'S),2922.2,3909.2,12456.2,36736.9,DEALER TO DEALER,FNMA,AGENCY CMO P&I,04/25/2019
VOLUME OF TRADES (000'S),1710.8,5293.5,2473.7,7906.2,<= $1MM,FNMA,AGENCY CMO P&I,04/25/2019
VOLUME OF TRADES (000'S),*,*,19659.2,81693.9,<= $10MM,FNMA,AGENCY CMO P&I,04/25/2019
VOLUME OF TRADES (000'S),0,*,0,0,<= $100MM,FNMA,AGENCY CMO P&I,04/25/2019
VOLUME OF TRADES (000'S),0,0,0,0,> $100MM,FNMA,AGENCY CMO P&I,04/25/2019
NUMBER OF TRADES,57,121,37,54,TOTAL,FNMA,AGENCY CMO P&I,04/25/2019
NUMBER OF TRADES,16,38,8,19,CUSTOMER BUY,FNMA,AGENCY CMO P&I,04/25/2019
NUMBER OF TRADES,24,36,16,17,CUSTOMER SELL,FNMA,AGENCY CMO P&I,04/25/2019
NUMBER OF TRADES,17,47,13,18,DEALER TO DEALER,FNMA,AGENCY CMO P&I,04/25/2019
NUMBER OF TRADES,55,116,29,41,<= $1MM,FNMA,AGENCY CMO P&I,04/25/2019
NUMBER OF TRADES,*,*,8,13,<= $10MM,FNMA,AGENCY CMO P&I,04/25/2019
NUMBER OF TRADES,0,*,0,0,<= $100MM,FNMA,AGENCY CMO P&I,04/25/2019
NUMBER OF TRADES,0,0,0,0,> $100MM,FNMA,AGENCY CMO P&I,04/25/2019
AVERAGE PRICE,103.7,96.1,96.3,94.8,TOTAL,FHLMC,AGENCY CMO P&I,04/25/2019
WEIGHTED AVG. PRICE,103.9,102.2,98.5,101.8,TOTAL,FHLMC,AGENCY CMO P&I,04/25/2019
AVG. PRICE BOTTOM 5 TRADES,93.1,78.3,89.5,80.2,TOTAL,FHLMC,AGENCY CMO P&I,04/25/2019
2ND QUARTILE PRICE,98.5,92.8,93.8,94.9,TOTAL,FHLMC,AGENCY CMO P&I,04/25/2019
3RD QUARTILE PRICE,101.7,95.7,98.6,96.4,TOTAL,FHLMC,AGENCY CMO P&I,04/25/2019
4TH QUARTILE PRICE,106.5,100.9,98.6,101.4,TOTAL,FHLMC,AGENCY CMO P&I,04/25/2019
AVG. PRICE TOP 5 TRADES,141.4,110.3,99.5,104,TOTAL,FHLMC,AGENCY CMO P&I,04/25/2019
STANDARD DEVIATION,13.6,7,3.4,8.7,TOTAL,FHLMC,AGENCY CMO P&I,04/25/2019
VOLUME OF TRADES (000'S),6832.2,35217,22682.1,219771.6,TOTAL,FHLMC,AGENCY CMO P&I,04/25/2019
VOLUME OF TRADES (000'S),5854.7,14532.6,11217.4,125068.9,CUSTOMER BUY,FHLMC,AGENCY CMO P&I,04/25/2019
VOLUME OF TRADES (000'S),727.6,18465.6,2255.3,18792.3,CUSTOMER SELL,FHLMC,AGENCY CMO P&I,04/25/2019
VOLUME OF TRADES (000'S),249.9,2218.8,9209.4,75910.5,DEALER TO DEALER,FHLMC,AGENCY CMO P&I,04/25/2019
VOLUME OF TRADES (000'S),1995.2,11059,4442.4,7943.1,<= $1MM,FHLMC,AGENCY CMO P&I,04/25/2019
VOLUME OF TRADES (000'S),*,*,18239.8,72580.3,<= $10MM,FHLMC,AGENCY CMO P&I,04/25/2019
VOLUME OF TRADES (000'S),0,0,0,*,<= $100MM,FHLMC,AGENCY CMO P&I,04/25/2019
VOLUME OF TRADES (000'S),0,0,0,0,> $100MM,FHLMC,AGENCY CMO P&I,04/25/2019
NUMBER OF TRADES,88,107,42,99,TOTAL,FHLMC,AGENCY CMO P&I,04/25/2019
NUMBER OF TRADES,25,34,22,53,CUSTOMER BUY,FHLMC,AGENCY CMO P&I,04/25/2019
NUMBER OF TRADES,31,33,7,25,CUSTOMER SELL,FHLMC,AGENCY CMO P&I,04/25/2019
NUMBER OF TRADES,32,40,13,21,DEALER TO DEALER,FHLMC,AGENCY CMO P&I,04/25/2019
NUMBER OF TRADES,85,104,34,78,<= $1MM,FHLMC,AGENCY CMO P&I,04/25/2019
NUMBER OF TRADES,*,*,8,18,<= $10MM,FHLMC,AGENCY CMO P&I,04/25/2019
NUMBER OF TRADES,0,0,0,*,<= $100MM,FHLMC,AGENCY CMO P&I,04/25/2019
NUMBER OF TRADES,0,0,0,0,> $100MM,FHLMC,AGENCY CMO P&I,04/25/2019
AVERAGE PRICE,103.6,95.9,97,98.9,TOTAL,GNMA,AGENCY CMO P&I,04/25/2019
WEIGHTED AVG. PRICE,101.1,100.7,100,99.9,TOTAL,GNMA,AGENCY CMO P&I,04/25/2019
AVG. PRICE BOTTOM 5 TRADES,83.4,76.8,90.3,74.6,TOTAL,GNMA,AGENCY CMO P&I,04/25/2019
2ND QUARTILE PRICE,100,90.7,95.5,98.5,TOTAL,GNMA,AGENCY CMO P&I,04/25/2019
3RD QUARTILE PRICE,105.6,96.5,97.5,99.8,TOTAL,GNMA,AGENCY CMO P&I,04/25/2019
4TH QUARTILE PRICE,108,100,99,100.5,TOTAL,GNMA,AGENCY CMO P&I,04/25/2019
AVG. PRICE TOP 5 TRADES,113.3,113,103,104.9,TOTAL,GNMA,AGENCY CMO P&I,04/25/2019
STANDARD DEVIATION,7.3,8.8,4.7,6.7,TOTAL,GNMA,AGENCY CMO P&I,04/25/2019
VOLUME OF TRADES (000'S),6368.1,18734.7,108702.3,198269,TOTAL,GNMA,AGENCY CMO P&I,04/25/2019
VOLUME OF TRADES (000'S),297.1,10364.4,107677,184140.6,CUSTOMER BUY,GNMA,AGENCY CMO P&I,04/25/2019
VOLUME OF TRADES (000'S),2992.4,2731.6,*,1496.1,CUSTOMER SELL,GNMA,AGENCY CMO P&I,04/25/2019
VOLUME OF TRADES (000'S),3078.6,5638.8,810.1,12632.3,DEALER TO DEALER,GNMA,AGENCY CMO P&I,04/25/2019
VOLUME OF TRADES (000'S),665.7,4761.6,2171.3,10430,<= $1MM,GNMA,AGENCY CMO P&I,04/25/2019
VOLUME OF TRADES (000'S),*,*,*,35408.7,<= $10MM,GNMA,AGENCY CMO P&I,04/25/2019
VOLUME OF TRADES (000'S),0,0,*,152430.3,<= $100MM,GNMA,AGENCY CMO P&I,04/25/2019
VOLUME OF TRADES (000'S),0,0,0,0,> $100MM,GNMA,AGENCY CMO P&I,04/25/2019
NUMBER OF TRADES,89,94,35,186,TOTAL,GNMA,AGENCY CMO P&I,04/25/2019
NUMBER OF TRADES,22,25,21,110,CUSTOMER BUY,GNMA,AGENCY CMO P&I,04/25/2019
NUMBER OF TRADES,27,28,*,31,CUSTOMER SELL,GNMA,AGENCY CMO P&I,04/25/2019
NUMBER OF TRADES,40,41,10,45,DEALER TO DEALER,GNMA,AGENCY CMO P&I,04/25/2019
NUMBER OF TRADES,87,90,29,171,<= $1MM,GNMA,AGENCY CMO P&I,04/25/2019
NUMBER OF TRADES,*,*,*,10,<= $10MM,GNMA,AGENCY CMO P&I,04/25/2019
NUMBER OF TRADES,0,0,*,5,<= $100MM,GNMA,AGENCY CMO P&I,04/25/2019
NUMBER OF TRADES,0,0,0,0,> $100MM,GNMA,AGENCY CMO P&I,04/25/2019
AVERAGE PRICE,15.7,26.6,*,12.1,TOTAL,FNMA,AGENCY CMO IO/PO,04/25/2019
WEIGHTED AVG. PRICE,20.1,18.5,*,12.8,TOTAL,FNMA,AGENCY CMO IO/PO,04/25/2019
AVG. PRICE BOTTOM 5 TRADES,15.7,12.8,*,9.9,TOTAL,FNMA,AGENCY CMO IO/PO,04/25/2019
2ND QUARTILE PRICE,*,13.7,*,11.4,TOTAL,FNMA,AGENCY CMO IO/PO,04/25/2019
3RD QUARTILE PRICE,*,17.8,*,12.1,TOTAL,FNMA,AGENCY CMO IO/PO,04/25/2019
4TH QUARTILE PRICE,*,74.9,*,13.8,TOTAL,FNMA,AGENCY CMO IO/PO,04/25/2019
AVG. PRICE TOP 5 TRADES,15.7,41.7,*,13.9,TOTAL,FNMA,AGENCY CMO IO/PO,04/25/2019
STANDARD DEVIATION,2.9,27.9,*,2.9,TOTAL,FNMA,AGENCY CMO IO/PO,04/25/2019
VOLUME OF TRADES (000'S),4059.8,18281.4,*,19968.1,TOTAL,FNMA,AGENCY CMO IO/PO,04/25/2019
VOLUME OF TRADES (000'S),*,447.5,*,0,CUSTOMER BUY,FNMA,AGENCY CMO IO/PO,04/25/2019
VOLUME OF TRADES (000'S),*,*,*,19124,CUSTOMER SELL,FNMA,AGENCY CMO IO/PO,04/25/2019
VOLUME OF TRADES (000'S),*,*,0,*,DEALER TO DEALER,FNMA,AGENCY CMO IO/PO,04/25/2019
VOLUME OF TRADES (000'S),*,597.5,*,3102.9,<= $1MM,FNMA,AGENCY CMO IO/PO,04/25/2019
VOLUME OF TRADES (000'S),*,0,*,*,<= $10MM,FNMA,AGENCY CMO IO/PO,04/25/2019
VOLUME OF TRADES (000'S),0,*,*,0,<= $100MM,FNMA,AGENCY CMO IO/PO,04/25/2019
VOLUME OF TRADES (000'S),0,0,0,0,> $100MM,FNMA,AGENCY CMO IO/PO,04/25/2019
NUMBER OF TRADES,5,10,*,11,TOTAL,FNMA,AGENCY CMO IO/PO,04/25/2019
NUMBER OF TRADES,*,6,*,0,CUSTOMER BUY,FNMA,AGENCY CMO IO/PO,04/25/2019
NUMBER OF TRADES,*,*,*,9,CUSTOMER SELL,FNMA,AGENCY CMO IO/PO,04/25/2019
NUMBER OF TRADES,*,*,0,*,DEALER TO DEALER,FNMA,AGENCY CMO IO/PO,04/25/2019
NUMBER OF TRADES,*,9,*,7,<= $1MM,FNMA,AGENCY CMO IO/PO,04/25/2019
NUMBER OF TRADES,*,0,*,*,<= $10MM,FNMA,AGENCY CMO IO/PO,04/25/2019
NUMBER OF TRADES,0,*,*,0,<= $100MM,FNMA,AGENCY CMO IO/PO,04/25/2019
NUMBER OF TRADES,0,0,0,0,> $100MM,FNMA,AGENCY CMO IO/PO,04/25/2019
AVERAGE PRICE,*,18.7,0,*,TOTAL,FHLMC,AGENCY CMO IO/PO,04/25/2019
WEIGHTED AVG. PRICE,*,10.8,0,*,TOTAL,FHLMC,AGENCY CMO IO/PO,04/25/2019
AVG. PRICE BOTTOM 5 TRADES,*,18.7,0,*,TOTAL,FHLMC,AGENCY CMO IO/PO,04/25/2019
2ND QUARTILE PRICE,*,*,0,*,TOTAL,FHLMC,AGENCY CMO IO/PO,04/25/2019
3RD QUARTILE PRICE,*,*,0,*,TOTAL,FHLMC,AGENCY CMO IO/PO,04/25/2019
4TH QUARTILE PRICE,*,*,0,*,TOTAL,FHLMC,AGENCY CMO IO/PO,04/25/2019
AVG. PRICE TOP 5 TRADES,*,18.7,0,*,TOTAL,FHLMC,AGENCY CMO IO/PO,04/25/2019
STANDARD DEVIATION,*,32.2,0,*,TOTAL,FHLMC,AGENCY CMO IO/PO,04/25/2019
VOLUME OF TRADES (000'S),*,7633.5,0,*,TOTAL,FHLMC,AGENCY CMO IO/PO,04/25/2019
VOLUME OF TRADES (000'S),0,7633.5,0,*,CUSTOMER BUY,FHLMC,AGENCY CMO IO/PO,04/25/2019
VOLUME OF TRADES (000'S),*,0,0,*,CUSTOMER SELL,FHLMC,AGENCY CMO IO/PO,04/25/2019
VOLUME OF TRADES (000'S),*,0,0,0,DEALER TO DEALER,FHLMC,AGENCY CMO IO/PO,04/25/2019
VOLUME OF TRADES (000'S),*,*,0,0,<= $1MM,FHLMC,AGENCY CMO IO/PO,04/25/2019
VOLUME OF TRADES (000'S),*,*,0,*,<= $10MM,FHLMC,AGENCY CMO IO/PO,04/25/2019
VOLUME OF TRADES (000'S),0,0,0,*,<= $100MM,FHLMC,AGENCY CMO IO/PO,04/25/2019
VOLUME OF TRADES (000'S),0,0,0,0,> $100MM,FHLMC,AGENCY CMO IO/PO,04/25/2019
NUMBER OF TRADES,*,6,0,*,TOTAL,FHLMC,AGENCY CMO IO/PO,04/25/2019
NUMBER OF TRADES,0,6,0,*,CUSTOMER BUY,FHLMC,AGENCY CMO IO/PO,04/25/2019
NUMBER OF TRADES,*,0,0,*,CUSTOMER SELL,FHLMC,AGENCY CMO IO/PO,04/25/2019
NUMBER OF TRADES,*,0,0,0,DEALER TO DEALER,FHLMC,AGENCY CMO IO/PO,04/25/2019
NUMBER OF TRADES,*,*,0,0,<= $1MM,FHLMC,AGENCY CMO IO/PO,04/25/2019
NUMBER OF TRADES,*,*,0,*,<= $10MM,FHLMC,AGENCY CMO IO/PO,04/25/2019
NUMBER OF TRADES,0,0,0,*,<= $100MM,FHLMC,AGENCY CMO IO/PO,04/25/2019
NUMBER OF TRADES,0,0,0,0,> $100MM,FHLMC,AGENCY CMO IO/PO,04/25/2019
AVERAGE PRICE,11.7,13.4,21.9,6.6,TOTAL,GNMA,AGENCY CMO IO/PO,04/25/2019
WEIGHTED AVG. PRICE,1.1,15.5,11,9.9,TOTAL,GNMA,AGENCY CMO IO/PO,04/25/2019
AVG. PRICE BOTTOM 5 TRADES,9.7,11.4,10.6,1.6,TOTAL,GNMA,AGENCY CMO IO/PO,04/25/2019
2ND QUARTILE PRICE,14.1,10.4,14.6,1.2,TOTAL,GNMA,AGENCY CMO IO/PO,04/25/2019
3RD QUARTILE PRICE,15,13.9,18.9,6.8,TOTAL,GNMA,AGENCY CMO IO/PO,04/25/2019
4TH QUARTILE PRICE,15.8,17.1,50.4,14,TOTAL,GNMA,AGENCY CMO IO/PO,04/25/2019
AVG. PRICE TOP 5 TRADES,15.3,16.4,30.1,15.1,TOTAL,GNMA,AGENCY CMO IO/PO,04/25/2019
STANDARD DEVIATION,6.5,3.3,20.5,5.9,TOTAL,GNMA,AGENCY CMO IO/PO,04/25/2019
VOLUME OF TRADES (000'S),15729,128616.9,49716.7,115796.5,TOTAL,GNMA,AGENCY CMO IO/PO,04/25/2019
VOLUME OF TRADES (000'S),*,59631.7,*,43512.5,CUSTOMER BUY,GNMA,AGENCY CMO IO/PO,04/25/2019
VOLUME OF TRADES (000'S),*,*,*,*,CUSTOMER SELL,GNMA,AGENCY CMO IO/PO,04/25/2019
VOLUME OF TRADES (000'S),7988.6,0,0,61613.9,DEALER TO DEALER,GNMA,AGENCY CMO IO/PO,04/25/2019
VOLUME OF TRADES (000'S),875.5,*,*,2554,<= $1MM,GNMA,AGENCY CMO IO/PO,04/25/2019
VOLUME OF TRADES (000'S),*,*,*,44589.3,<= $10MM,GNMA,AGENCY CMO IO/PO,04/25/2019
VOLUME OF TRADES (000'S),0,110985.5,*,*,<= $100MM,GNMA,AGENCY CMO IO/PO,04/25/2019
VOLUME OF TRADES (000'S),0,0,0,0,> $100MM,GNMA,AGENCY CMO IO/PO,04/25/2019
NUMBER OF TRADES,9,11,7,20,TOTAL,GNMA,AGENCY CMO IO/PO,04/25/2019
NUMBER OF TRADES,*,7,*,11,CUSTOMER BUY,GNMA,AGENCY CMO IO/PO,04/25/2019
NUMBER OF TRADES,*,*,*,*,CUSTOMER SELL,GNMA,AGENCY CMO IO/PO,04/25/2019
NUMBER OF TRADES,5,0,0,7,DEALER TO DEALER,GNMA,AGENCY CMO IO/PO,04/25/2019
NUMBER OF TRADES,7,*,*,5,<= $1MM,GNMA,AGENCY CMO IO/PO,04/25/2019
NUMBER OF TRADES,*,*,*,12,<= $10MM,GNMA,AGENCY CMO IO/PO,04/25/2019
NUMBER OF TRADES,0,5,*,*,<= $100MM,GNMA,AGENCY CMO IO/PO,04/25/2019
NUMBER OF TRADES,0,0,0,0,> $100MM,GNMA,AGENCY CMO IO/PO,04/25/2019
AVERAGE PRICE,101,94.6,96.6,100.4,TOTAL,FNMA,AGENCY CMO P&I,04/26/2019
WEIGHTED AVG. PRICE,104.9,99.6,102,103.3,TOTAL,FNMA,AGENCY CMO P&I,04/26/2019
AVG. PRICE BOTTOM 5 TRADES,89,73,84.4,97,TOTAL,FNMA,AGENCY CMO P&I,04/26/2019
2ND QUARTILE PRICE,99.3,92.6,92,99,TOTAL,FNMA,AGENCY CMO P&I,04/26/2019
3RD QUARTILE PRICE,101.8,96,99.8,99.6,TOTAL,FNMA,AGENCY CMO P&I,04/26/2019
4TH QUARTILE PRICE,106.2,100.2,100.8,103.1,TOTAL,FNMA,AGENCY CMO P&I,04/26/2019
AVG. PRICE TOP 5 TRADES,109.3,106.9,104.1,106,TOTAL,FNMA,AGENCY CMO P&I,04/26/2019
STANDARD DEVIATION,6.4,8,7.8,3.1,TOTAL,FNMA,AGENCY CMO P&I,04/26/2019
