Measure,PRE-2009,2009-2013,2014-2016,POST-2016,Measure2,Agency,MortgageType,Date
WEIGHTED AVG. PRICE,106.6,99.4,97.7,101.9,TOTAL,FHLMC,AGENCY CMO P&I,20190417
AVG. PRICE BOTTOM 5 TRADES,91.2,79.6,82.3,94.1,TOTAL,FHLMC,AGENCY CMO P&I,20190417
2ND QUARTILE PRICE,99.5,90,88,99.1,TOTAL,FHLMC,AGENCY CMO P&I,20190417
3RD QUARTILE PRICE,103,98.2,97.7,101.7,TOTAL,FHLMC,AGENCY CMO P&I,20190417
4TH QUARTILE PRICE,105.4,100.3,99.1,102.5,TOTAL,FHLMC,AGENCY CMO P&I,20190417
AVG. PRICE TOP 5 TRADES,116.5,105.8,100.6,103.2,TOTAL,FHLMC,AGENCY CMO P&I,20190417
STANDARD DEVIATION,5.6,9.7,7.4,3.5,TOTAL,FHLMC,AGENCY CMO P&I,20190417
VOLUME OF TRADES (000'S),25126.5,49878.8,18957.4,112891.6,TOTAL,FHLMC,AGENCY CMO P&I,20190417
VOLUME OF TRADES (000'S),10900.1,22231.6,8412.4,74007.7,CUSTOMER BUY,FHLMC,AGENCY CMO P&I,20190417
VOLUME OF TRADES (000'S),7503.9,24322.3,2909.9,5434.9,CUSTOMER SELL,FHLMC,AGENCY CMO P&I,20190417
VOLUME OF TRADES (000'S),6722.5,3325,7635.1,33449,DEALER TO DEALER,FHLMC,AGENCY CMO P&I,20190417
VOLUME OF TRADES (000'S),3403.6,13548.2,7320.7,4963.1,<= $1MM,FHLMC,AGENCY CMO P&I,20190417
VOLUME OF TRADES (000'S),21722.9,36330.7,*,56157,<= $10MM,FHLMC,AGENCY CMO P&I,20190417
VOLUME OF TRADES (000'S),0,0,0,*,<= $100MM,FHLMC,AGENCY CMO P&I,20190417
VOLUME OF TRADES (000'S),0,0,0,0,> $100MM,FHLMC,AGENCY CMO P&I,20190417
NUMBER OF TRADES,114,103,35,39,TOTAL,FHLMC,AGENCY CMO P&I,20190417
NUMBER OF TRADES,33,42,12,24,CUSTOMER BUY,FHLMC,AGENCY CMO P&I,20190417
NUMBER OF TRADES,38,35,10,5,CUSTOMER SELL,FHLMC,AGENCY CMO P&I,20190417
NUMBER OF TRADES,43,26,13,10,DEALER TO DEALER,FHLMC,AGENCY CMO P&I,20190417
NUMBER OF TRADES,106,98,31,18,<= $1MM,FHLMC,AGENCY CMO P&I,20190417
NUMBER OF TRADES,8,5,*,18,<= $10MM,FHLMC,AGENCY CMO P&I,20190417
NUMBER OF TRADES,0,0,0,*,<= $100MM,FHLMC,AGENCY CMO P&I,20190417
NUMBER OF TRADES,0,0,0,0,> $100MM,FHLMC,AGENCY CMO P&I,20190417
AVERAGE PRICE,103.2,94.5,97.6,98.2,TOTAL,GNMA,AGENCY CMO P&I,20190417
WEIGHTED AVG. PRICE,106.9,98.7,101.3,99.8,TOTAL,GNMA,AGENCY CMO P&I,20190417
AVG. PRICE BOTTOM 5 TRADES,92.5,77.5,91.9,92.7,TOTAL,GNMA,AGENCY CMO P&I,20190417
2ND QUARTILE PRICE,100,88.6,95,97.4,TOTAL,GNMA,AGENCY CMO P&I,20190417
3RD QUARTILE PRICE,105,97.1,98,99.4,TOTAL,GNMA,AGENCY CMO P&I,20190417
4TH QUARTILE PRICE,106.6,100.5,99.1,100,TOTAL,GNMA,AGENCY CMO P&I,20190417
AVG. PRICE TOP 5 TRADES,110,106.8,106,102,TOTAL,GNMA,AGENCY CMO P&I,20190417
STANDARD DEVIATION,4.7,8.2,5.3,3.6,TOTAL,GNMA,AGENCY CMO P&I,20190417
VOLUME OF TRADES (000'S),2177.1,27507.2,80147.6,336112.3,TOTAL,GNMA,AGENCY CMO P&I,20190417
VOLUME OF TRADES (000'S),1346.8,9479.4,30423.3,204705.1,CUSTOMER BUY,GNMA,AGENCY CMO P&I,20190417
VOLUME OF TRADES (000'S),360.8,16163.2,44451.9,93559.9,CUSTOMER SELL,GNMA,AGENCY CMO P&I,20190417
VOLUME OF TRADES (000'S),469.4,1864.6,5272.4,37847.3,DEALER TO DEALER,GNMA,AGENCY CMO P&I,20190417
VOLUME OF TRADES (000'S),2177.1,4722.9,1840.4,4647.7,<= $1MM,GNMA,AGENCY CMO P&I,20190417
VOLUME OF TRADES (000'S),0,22784.3,41669.3,78475.5,<= $10MM,GNMA,AGENCY CMO P&I,20190417
VOLUME OF TRADES (000'S),0,0,*,252989.2,<= $100MM,GNMA,AGENCY CMO P&I,20190417
VOLUME OF TRADES (000'S),0,0,0,0,> $100MM,GNMA,AGENCY CMO P&I,20190417
NUMBER OF TRADES,87,116,32,75,TOTAL,GNMA,AGENCY CMO P&I,20190417
NUMBER OF TRADES,27,26,15,40,CUSTOMER BUY,GNMA,AGENCY CMO P&I,20190417
NUMBER OF TRADES,30,36,8,12,CUSTOMER SELL,GNMA,AGENCY CMO P&I,20190417
NUMBER OF TRADES,30,54,9,23,DEALER TO DEALER,GNMA,AGENCY CMO P&I,20190417
NUMBER OF TRADES,87,110,22,55,<= $1MM,GNMA,AGENCY CMO P&I,20190417
NUMBER OF TRADES,0,6,9,15,<= $10MM,GNMA,AGENCY CMO P&I,20190417
NUMBER OF TRADES,0,0,*,5,<= $100MM,GNMA,AGENCY CMO P&I,20190417
NUMBER OF TRADES,0,0,0,0,> $100MM,GNMA,AGENCY CMO P&I,20190417
AVERAGE PRICE,6.2,10.4,14.4,15.9,TOTAL,FNMA,AGENCY CMO IO/PO,20190417
WEIGHTED AVG. PRICE,11.3,16.3,13.8,17.8,TOTAL,FNMA,AGENCY CMO IO/PO,20190417
AVG. PRICE BOTTOM 5 TRADES,6.2,6.4,11.1,15.5,TOTAL,FNMA,AGENCY CMO IO/PO,20190417
2ND QUARTILE PRICE,*,10.3,13.4,17,TOTAL,FNMA,AGENCY CMO IO/PO,20190417
3RD QUARTILE PRICE,*,11.9,17.7,17,TOTAL,FNMA,AGENCY CMO IO/PO,20190417
4TH QUARTILE PRICE,*,15,17.7,17.1,TOTAL,FNMA,AGENCY CMO IO/PO,20190417
AVG. PRICE TOP 5 TRADES,6.2,12.5,15.9,16.6,TOTAL,FNMA,AGENCY CMO IO/PO,20190417
STANDARD DEVIATION,4.5,5,3.8,2.9,TOTAL,FNMA,AGENCY CMO IO/PO,20190417
VOLUME OF TRADES (000'S),289.9,24075.7,112881.3,89633.7,TOTAL,FNMA,AGENCY CMO IO/PO,20190417
VOLUME OF TRADES (000'S),*,*,*,*,CUSTOMER BUY,FNMA,AGENCY CMO IO/PO,20190417
VOLUME OF TRADES (000'S),*,12985.6,59786.4,64377.7,CUSTOMER SELL,FNMA,AGENCY CMO IO/PO,20190417
VOLUME OF TRADES (000'S),*,0,*,*,DEALER TO DEALER,FNMA,AGENCY CMO IO/PO,20190417
VOLUME OF TRADES (000'S),289.9,2154.9,*,*,<= $1MM,FNMA,AGENCY CMO IO/PO,20190417
VOLUME OF TRADES (000'S),0,0,40691.6,17291.3,<= $10MM,FNMA,AGENCY CMO IO/PO,20190417
VOLUME OF TRADES (000'S),0,*,*,*,<= $100MM,FNMA,AGENCY CMO IO/PO,20190417
VOLUME OF TRADES (000'S),0,0,0,0,> $100MM,FNMA,AGENCY CMO IO/PO,20190417
NUMBER OF TRADES,6,13,10,9,TOTAL,FNMA,AGENCY CMO IO/PO,20190417
NUMBER OF TRADES,*,*,*,*,CUSTOMER BUY,FNMA,AGENCY CMO IO/PO,20190417
NUMBER OF TRADES,*,11,7,7,CUSTOMER SELL,FNMA,AGENCY CMO IO/PO,20190417
NUMBER OF TRADES,*,0,*,*,DEALER TO DEALER,FNMA,AGENCY CMO IO/PO,20190417
NUMBER OF TRADES,6,11,*,*,<= $1MM,FNMA,AGENCY CMO IO/PO,20190417
NUMBER OF TRADES,0,0,6,5,<= $10MM,FNMA,AGENCY CMO IO/PO,20190417
NUMBER OF TRADES,0,*,*,*,<= $100MM,FNMA,AGENCY CMO IO/PO,20190417
NUMBER OF TRADES,0,0,0,0,> $100MM,FNMA,AGENCY CMO IO/PO,20190417
AVERAGE PRICE,*,13.4,10.1,14.6,TOTAL,FHLMC,AGENCY CMO IO/PO,20190417
WEIGHTED AVG. PRICE,*,14.1,8.6,20.1,TOTAL,FHLMC,AGENCY CMO IO/PO,20190417
AVG. PRICE BOTTOM 5 TRADES,*,10.4,10.1,8.4,TOTAL,FHLMC,AGENCY CMO IO/PO,20190417
2ND QUARTILE PRICE,*,12,*,8.4,TOTAL,FHLMC,AGENCY CMO IO/PO,20190417
3RD QUARTILE PRICE,*,14.6,*,8.4,TOTAL,FHLMC,AGENCY CMO IO/PO,20190417
4TH QUARTILE PRICE,*,18.8,*,11.8,TOTAL,FHLMC,AGENCY CMO IO/PO,20190417
AVG. PRICE TOP 5 TRADES,*,15.1,10.1,33.9,TOTAL,FHLMC,AGENCY CMO IO/PO,20190417
STANDARD DEVIATION,*,3.6,2.2,22.3,TOTAL,FHLMC,AGENCY CMO IO/PO,20190417
VOLUME OF TRADES (000'S),*,62638.2,101196.7,70722.2,TOTAL,FHLMC,AGENCY CMO IO/PO,20190417
VOLUME OF TRADES (000'S),*,*,*,37121,CUSTOMER BUY,FHLMC,AGENCY CMO IO/PO,20190417
VOLUME OF TRADES (000'S),*,29269.3,*,*,CUSTOMER SELL,FHLMC,AGENCY CMO IO/PO,20190417
VOLUME OF TRADES (000'S),0,0,0,*,DEALER TO DEALER,FHLMC,AGENCY CMO IO/PO,20190417
VOLUME OF TRADES (000'S),*,621.8,*,2650.2,<= $1MM,FHLMC,AGENCY CMO IO/PO,20190417
VOLUME OF TRADES (000'S),*,*,*,27861.8,<= $10MM,FHLMC,AGENCY CMO IO/PO,20190417
VOLUME OF TRADES (000'S),0,*,*,*,<= $100MM,FHLMC,AGENCY CMO IO/PO,20190417
VOLUME OF TRADES (000'S),0,0,0,0,> $100MM,FHLMC,AGENCY CMO IO/PO,20190417
NUMBER OF TRADES,*,11,6,20,TOTAL,FHLMC,AGENCY CMO IO/PO,20190417
NUMBER OF TRADES,*,*,*,15,CUSTOMER BUY,FHLMC,AGENCY CMO IO/PO,20190417
NUMBER OF TRADES,*,7,*,*,CUSTOMER SELL,FHLMC,AGENCY CMO IO/PO,20190417
NUMBER OF TRADES,0,0,0,*,DEALER TO DEALER,FHLMC,AGENCY CMO IO/PO,20190417
NUMBER OF TRADES,*,5,*,13,<= $1MM,FHLMC,AGENCY CMO IO/PO,20190417
NUMBER OF TRADES,*,*,*,5,<= $10MM,FHLMC,AGENCY CMO IO/PO,20190417
NUMBER OF TRADES,0,*,*,*,<= $100MM,FHLMC,AGENCY CMO IO/PO,20190417
NUMBER OF TRADES,0,0,0,0,> $100MM,FHLMC,AGENCY CMO IO/PO,20190417
AVERAGE PRICE,17.9,6.8,12.8,16.1,TOTAL,GNMA,AGENCY CMO IO/PO,20190417
WEIGHTED AVG. PRICE,18,14.6,12.8,17.4,TOTAL,GNMA,AGENCY CMO IO/PO,20190417
AVG. PRICE BOTTOM 5 TRADES,17.9,2.9,12.6,11.6,TOTAL,GNMA,AGENCY CMO IO/PO,20190417
2ND QUARTILE PRICE,*,5,12.1,15.5,TOTAL,GNMA,AGENCY CMO IO/PO,20190417
3RD QUARTILE PRICE,*,7.7,13.5,18.8,TOTAL,GNMA,AGENCY CMO IO/PO,20190417
4TH QUARTILE PRICE,*,8.1,13.7,19,TOTAL,GNMA,AGENCY CMO IO/PO,20190417
AVG. PRICE TOP 5 TRADES,17.9,11.7,13,20.1,TOTAL,GNMA,AGENCY CMO IO/PO,20190417
STANDARD DEVIATION,0.4,4.7,0.8,4.4,TOTAL,GNMA,AGENCY CMO IO/PO,20190417
VOLUME OF TRADES (000'S),1076.9,24431.3,34615.9,390584.2,TOTAL,GNMA,AGENCY CMO IO/PO,20190417
VOLUME OF TRADES (000'S),*,4116.5,*,250619.8,CUSTOMER BUY,GNMA,AGENCY CMO IO/PO,20190417
VOLUME OF TRADES (000'S),*,16366.7,*,94700.5,CUSTOMER SELL,GNMA,AGENCY CMO IO/PO,20190417
VOLUME OF TRADES (000'S),*,3948.1,*,*,DEALER TO DEALER,GNMA,AGENCY CMO IO/PO,20190417
VOLUME OF TRADES (000'S),1076.9,8918.8,*,0,<= $1MM,GNMA,AGENCY CMO IO/PO,20190417
VOLUME OF TRADES (000'S),0,15512.5,*,*,<= $10MM,GNMA,AGENCY CMO IO/PO,20190417
VOLUME OF TRADES (000'S),0,0,*,371751.7,<= $100MM,GNMA,AGENCY CMO IO/PO,20190417
VOLUME OF TRADES (000'S),0,0,0,0,> $100MM,GNMA,AGENCY CMO IO/PO,20190417
NUMBER OF TRADES,5,31,7,17,TOTAL,GNMA,AGENCY CMO IO/PO,20190417
NUMBER OF TRADES,*,5,*,9,CUSTOMER BUY,GNMA,AGENCY CMO IO/PO,20190417
NUMBER OF TRADES,*,21,*,6,CUSTOMER SELL,GNMA,AGENCY CMO IO/PO,20190417
NUMBER OF TRADES,*,5,*,*,DEALER TO DEALER,GNMA,AGENCY CMO IO/PO,20190417
NUMBER OF TRADES,5,25,*,0,<= $1MM,GNMA,AGENCY CMO IO/PO,20190417
NUMBER OF TRADES,0,6,*,*,<= $10MM,GNMA,AGENCY CMO IO/PO,20190417
NUMBER OF TRADES,0,0,*,13,<= $100MM,GNMA,AGENCY CMO IO/PO,20190417
NUMBER OF TRADES,0,0,0,0,> $100MM,GNMA,AGENCY CMO IO/PO,20190417
AVERAGE PRICE,100.3,93.7,96.3,100.1,TOTAL,FNMA,AGENCY CMO P&I,20190418
WEIGHTED AVG. PRICE,101.5,100.1,99.4,100.9,TOTAL,FNMA,AGENCY CMO P&I,20190418
AVG. PRICE BOTTOM 5 TRADES,78.4,80.1,91.7,98.9,TOTAL,FNMA,AGENCY CMO P&I,20190418
2ND QUARTILE PRICE,100,90,93.5,99.7,TOTAL,FNMA,AGENCY CMO P&I,20190418
3RD QUARTILE PRICE,102.6,95.5,99.7,100.3,TOTAL,FNMA,AGENCY CMO P&I,20190418
4TH QUARTILE PRICE,105.7,99.8,99.8,100.5,TOTAL,FNMA,AGENCY CMO P&I,20190418
AVG. PRICE TOP 5 TRADES,109.6,110.5,100,101.2,TOTAL,FNMA,AGENCY CMO P&I,20190418
STANDARD DEVIATION,16.3,9.7,5.1,1.3,TOTAL,FNMA,AGENCY CMO P&I,20190418
VOLUME OF TRADES (000'S),3903.9,118543.5,14479.4,93929.5,TOTAL,FNMA,AGENCY CMO P&I,20190418
VOLUME OF TRADES (000'S),1985.6,30484.2,11337.5,47211,CUSTOMER BUY,FNMA,AGENCY CMO P&I,20190418
VOLUME OF TRADES (000'S),1055.4,87813,*,*,CUSTOMER SELL,FNMA,AGENCY CMO P&I,20190418
VOLUME OF TRADES (000'S),862.9,246.3,*,10992.5,DEALER TO DEALER,FNMA,AGENCY CMO P&I,20190418
VOLUME OF TRADES (000'S),1808.8,1416,3257.5,4551.3,<= $1MM,FNMA,AGENCY CMO P&I,20190418
VOLUME OF TRADES (000'S),*,20729.7,*,14953.5,<= $10MM,FNMA,AGENCY CMO P&I,20190418
VOLUME OF TRADES (000'S),0,*,0,*,<= $100MM,FNMA,AGENCY CMO P&I,20190418
VOLUME OF TRADES (000'S),0,0,0,0,> $100MM,FNMA,AGENCY CMO P&I,20190418
NUMBER OF TRADES,44,57,14,15,TOTAL,FNMA,AGENCY CMO P&I,20190418
NUMBER OF TRADES,20,21,10,7,CUSTOMER BUY,FNMA,AGENCY CMO P&I,20190418
NUMBER OF TRADES,13,24,*,*,CUSTOMER SELL,FNMA,AGENCY CMO P&I,20190418
NUMBER OF TRADES,11,12,*,6,DEALER TO DEALER,FNMA,AGENCY CMO P&I,20190418
NUMBER OF TRADES,42,43,12,7,<= $1MM,FNMA,AGENCY CMO P&I,20190418
NUMBER OF TRADES,*,10,*,5,<= $10MM,FNMA,AGENCY CMO P&I,20190418
NUMBER OF TRADES,0,*,0,*,<= $100MM,FNMA,AGENCY CMO P&I,20190418
NUMBER OF TRADES,0,0,0,0,> $100MM,FNMA,AGENCY CMO P&I,20190418
AVERAGE PRICE,100.7,97.3,96.7,101.7,TOTAL,FHLMC,AGENCY CMO P&I,20190418
WEIGHTED AVG. PRICE,100.4,100.3,101.4,102.1,TOTAL,FHLMC,AGENCY CMO P&I,20190418
AVG. PRICE BOTTOM 5 TRADES,86.4,86.7,93.4,98.8,TOTAL,FHLMC,AGENCY CMO P&I,20190418
2ND QUARTILE PRICE,100,92.6,98,101.2,TOTAL,FHLMC,AGENCY CMO P&I,20190418
3RD QUARTILE PRICE,102,99.1,99.3,102.6,TOTAL,FHLMC,AGENCY CMO P&I,20190418
4TH QUARTILE PRICE,104.8,101.9,101.7,103.3,TOTAL,FHLMC,AGENCY CMO P&I,20190418
AVG. PRICE TOP 5 TRADES,108.9,107.2,100.7,103.5,TOTAL,FHLMC,AGENCY CMO P&I,20190418
STANDARD DEVIATION,7.1,6.9,5.6,2.1,TOTAL,FHLMC,AGENCY CMO P&I,20190418
VOLUME OF TRADES (000'S),1527.5,5523.1,18779,173801.7,TOTAL,FHLMC,AGENCY CMO P&I,20190418
VOLUME OF TRADES (000'S),286.3,3660.2,10154.3,120240.6,CUSTOMER BUY,FHLMC,AGENCY CMO P&I,20190418
VOLUME OF TRADES (000'S),1021.3,1568.9,*,*,CUSTOMER SELL,FHLMC,AGENCY CMO P&I,20190418
VOLUME OF TRADES (000'S),219.9,293.9,8551.1,47217.3,DEALER TO DEALER,FHLMC,AGENCY CMO P&I,20190418
VOLUME OF TRADES (000'S),526.8,1632.6,465.6,1020.6,<= $1MM,FHLMC,AGENCY CMO P&I,20190418
VOLUME OF TRADES (000'S),*,*,*,99891.3,<= $10MM,FHLMC,AGENCY CMO P&I,20190418
VOLUME OF TRADES (000'S),0,0,0,*,<= $100MM,FHLMC,AGENCY CMO P&I,20190418
VOLUME OF TRADES (000'S),0,0,0,0,> $100MM,FHLMC,AGENCY CMO P&I,20190418
NUMBER OF TRADES,49,40,11,30,TOTAL,FHLMC,AGENCY CMO P&I,20190418
NUMBER OF TRADES,13,15,5,12,CUSTOMER BUY,FHLMC,AGENCY CMO P&I,20190418
NUMBER OF TRADES,16,7,*,*,CUSTOMER SELL,FHLMC,AGENCY CMO P&I,20190418
NUMBER OF TRADES,20,18,5,15,DEALER TO DEALER,FHLMC,AGENCY CMO P&I,20190418
NUMBER OF TRADES,48,37,8,5,<= $1MM,FHLMC,AGENCY CMO P&I,20190418
NUMBER OF TRADES,*,*,*,22,<= $10MM,FHLMC,AGENCY CMO P&I,20190418
NUMBER OF TRADES,0,0,0,*,<= $100MM,FHLMC,AGENCY CMO P&I,20190418
NUMBER OF TRADES,0,0,0,0,> $100MM,FHLMC,AGENCY CMO P&I,20190418
AVERAGE PRICE,102.9,95.1,91,98.5,TOTAL,GNMA,AGENCY CMO P&I,20190418
WEIGHTED AVG. PRICE,107.3,100.3,102.2,100,TOTAL,GNMA,AGENCY CMO P&I,20190418
AVG. PRICE BOTTOM 5 TRADES,73.6,77.8,82.5,94.7,TOTAL,GNMA,AGENCY CMO P&I,20190418
2ND QUARTILE PRICE,104.2,92.7,80.7,96.6,TOTAL,GNMA,AGENCY CMO P&I,20190418
3RD QUARTILE PRICE,105.9,99.3,99,99.5,TOTAL,GNMA,AGENCY CMO P&I,20190418
4TH QUARTILE PRICE,107.8,101,104.1,100,TOTAL,GNMA,AGENCY CMO P&I,20190418
AVG. PRICE TOP 5 TRADES,109.8,104.2,101.2,103.9,TOTAL,GNMA,AGENCY CMO P&I,20190418
STANDARD DEVIATION,13.4,9.3,10.5,3.6,TOTAL,GNMA,AGENCY CMO P&I,20190418
VOLUME OF TRADES (000'S),1982.5,4673.4,2359.1,42793.3,TOTAL,GNMA,AGENCY CMO P&I,20190418
VOLUME OF TRADES (000'S),1169.6,1544.9,*,16519.1,CUSTOMER BUY,GNMA,AGENCY CMO P&I,20190418
VOLUME OF TRADES (000'S),194.1,1583.4,*,7627.9,CUSTOMER SELL,GNMA,AGENCY CMO P&I,20190418
VOLUME OF TRADES (000'S),618.8,1545.1,1017.5,18646.4,DEALER TO DEALER,GNMA,AGENCY CMO P&I,20190418
VOLUME OF TRADES (000'S),1982.5,4673.4,2359.1,3411.2,<= $1MM,GNMA,AGENCY CMO P&I,20190418
VOLUME OF TRADES (000'S),0,0,0,*,<= $10MM,GNMA,AGENCY CMO P&I,20190418
VOLUME OF TRADES (000'S),0,0,0,*,<= $100MM,GNMA,AGENCY CMO P&I,20190418
VOLUME OF TRADES (000'S),0,0,0,0,> $100MM,GNMA,AGENCY CMO P&I,20190418
NUMBER OF TRADES,79,53,11,40,TOTAL,GNMA,AGENCY CMO P&I,20190418
NUMBER OF TRADES,20,25,*,16,CUSTOMER BUY,GNMA,AGENCY CMO P&I,20190418
NUMBER OF TRADES,18,12,*,8,CUSTOMER SELL,GNMA,AGENCY CMO P&I,20190418
NUMBER OF TRADES,41,16,5,16,DEALER TO DEALER,GNMA,AGENCY CMO P&I,20190418
NUMBER OF TRADES,79,53,11,36,<= $1MM,GNMA,AGENCY CMO P&I,20190418
NUMBER OF TRADES,0,0,0,*,<= $10MM,GNMA,AGENCY CMO P&I,20190418
NUMBER OF TRADES,0,0,0,*,<= $100MM,GNMA,AGENCY CMO P&I,20190418
NUMBER OF TRADES,0,0,0,0,> $100MM,GNMA,AGENCY CMO P&I,20190418
AVERAGE PRICE,*,9.6,*,*,TOTAL,FNMA,AGENCY CMO IO/PO,20190418
WEIGHTED AVG. PRICE,*,6.8,*,*,TOTAL,FNMA,AGENCY CMO IO/PO,20190418
AVG. PRICE BOTTOM 5 TRADES,*,5.7,*,*,TOTAL,FNMA,AGENCY CMO IO/PO,20190418
2ND QUARTILE PRICE,*,9.3,*,*,TOTAL,FNMA,AGENCY CMO IO/PO,20190418
3RD QUARTILE PRICE,*,10.2,*,*,TOTAL,FNMA,AGENCY CMO IO/PO,20190418
4TH QUARTILE PRICE,*,10.8,*,*,TOTAL,FNMA,AGENCY CMO IO/PO,20190418
AVG. PRICE TOP 5 TRADES,*,11.8,*,*,TOTAL,FNMA,AGENCY CMO IO/PO,20190418
STANDARD DEVIATION,*,3.3,*,*,TOTAL,FNMA,AGENCY CMO IO/PO,20190418
VOLUME OF TRADES (000'S),*,7558,*,*,TOTAL,FNMA,AGENCY CMO IO/PO,20190418
VOLUME OF TRADES (000'S),*,4208.4,*,*,CUSTOMER BUY,FNMA,AGENCY CMO IO/PO,20190418
VOLUME OF TRADES (000'S),*,3182.2,0,0,CUSTOMER SELL,FNMA,AGENCY CMO IO/PO,20190418
VOLUME OF TRADES (000'S),0,*,0,0,DEALER TO DEALER,FNMA,AGENCY CMO IO/PO,20190418
VOLUME OF TRADES (000'S),*,4498.2,*,0,<= $1MM,FNMA,AGENCY CMO IO/PO,20190418
VOLUME OF TRADES (000'S),0,*,0,0,<= $10MM,FNMA,AGENCY CMO IO/PO,20190418
VOLUME OF TRADES (000'S),0,0,0,*,<= $100MM,FNMA,AGENCY CMO IO/PO,20190418
VOLUME OF TRADES (000'S),0,0,0,0,> $100MM,FNMA,AGENCY CMO IO/PO,20190418
NUMBER OF TRADES,*,23,*,*,TOTAL,FNMA,AGENCY CMO IO/PO,20190418
NUMBER OF TRADES,*,7,*,*,CUSTOMER BUY,FNMA,AGENCY CMO IO/PO,20190418
NUMBER OF TRADES,*,13,0,0,CUSTOMER SELL,FNMA,AGENCY CMO IO/PO,20190418
NUMBER OF TRADES,0,*,0,0,DEALER TO DEALER,FNMA,AGENCY CMO IO/PO,20190418
NUMBER OF TRADES,*,21,*,0,<= $1MM,FNMA,AGENCY CMO IO/PO,20190418
NUMBER OF TRADES,0,*,0,0,<= $10MM,FNMA,AGENCY CMO IO/PO,20190418
NUMBER OF TRADES,0,0,0,*,<= $100MM,FNMA,AGENCY CMO IO/PO,20190418
NUMBER OF TRADES,0,0,0,0,> $100MM,FNMA,AGENCY CMO IO/PO,20190418
AVERAGE PRICE,*,13.1,14.9,*,TOTAL,FHLMC,AGENCY CMO IO/PO,20190418
WEIGHTED AVG. PRICE,*,13,14.9,*,TOTAL,FHLMC,AGENCY CMO IO/PO,20190418
AVG. PRICE BOTTOM 5 TRADES,*,13.1,14.9,*,TOTAL,FHLMC,AGENCY CMO IO/PO,20190418
2ND QUARTILE PRICE,*,*,*,*,TOTAL,FHLMC,AGENCY CMO IO/PO,20190418
3RD QUARTILE PRICE,*,*,*,*,TOTAL,FHLMC,AGENCY CMO IO/PO,20190418
4TH QUARTILE PRICE,*,*,*,*,TOTAL,FHLMC,AGENCY CMO IO/PO,20190418
AVG. PRICE TOP 5 TRADES,*,13.1,14.9,*,TOTAL,FHLMC,AGENCY CMO IO/PO,20190418
STANDARD DEVIATION,*,1.9,0.1,*,TOTAL,FHLMC,AGENCY CMO IO/PO,20190418
VOLUME OF TRADES (000'S),*,2787.1,16734.3,*,TOTAL,FHLMC,AGENCY CMO IO/PO,20190418
VOLUME OF TRADES (000'S),*,*,5993.8,*,CUSTOMER BUY,FHLMC,AGENCY CMO IO/PO,20190418
VOLUME OF TRADES (000'S),*,*,*,0,CUSTOMER SELL,FHLMC,AGENCY CMO IO/PO,20190418
VOLUME OF TRADES (000'S),*,0,*,0,DEALER TO DEALER,FHLMC,AGENCY CMO IO/PO,20190418
VOLUME OF TRADES (000'S),*,1668.9,5993.8,*,<= $1MM,FHLMC,AGENCY CMO IO/PO,20190418
VOLUME OF TRADES (000'S),*,*,*,0,<= $10MM,FHLMC,AGENCY CMO IO/PO,20190418
VOLUME OF TRADES (000'S),0,0,0,0,<= $100MM,FHLMC,AGENCY CMO IO/PO,20190418
VOLUME OF TRADES (000'S),0,0,0,0,> $100MM,FHLMC,AGENCY CMO IO/PO,20190418
NUMBER OF TRADES,*,6,11,*,TOTAL,FHLMC,AGENCY CMO IO/PO,20190418
NUMBER OF TRADES,*,*,9,*,CUSTOMER BUY,FHLMC,AGENCY CMO IO/PO,20190418
NUMBER OF TRADES,*,*,*,0,CUSTOMER SELL,FHLMC,AGENCY CMO IO/PO,20190418
NUMBER OF TRADES,*,0,*,0,DEALER TO DEALER,FHLMC,AGENCY CMO IO/PO,20190418
NUMBER OF TRADES,*,5,9,*,<= $1MM,FHLMC,AGENCY CMO IO/PO,20190418
NUMBER OF TRADES,*,*,*,0,<= $10MM,FHLMC,AGENCY CMO IO/PO,20190418
NUMBER OF TRADES,0,0,0,0,<= $100MM,FHLMC,AGENCY CMO IO/PO,20190418
NUMBER OF TRADES,0,0,0,0,> $100MM,FHLMC,AGENCY CMO IO/PO,20190418
AVERAGE PRICE,0,3.8,0,*,TOTAL,GNMA,AGENCY CMO IO/PO,20190418
WEIGHTED AVG. PRICE,0,1.7,0,*,TOTAL,GNMA,AGENCY CMO IO/PO,20190418
AVG. PRICE BOTTOM 5 TRADES,0,3.8,0,*,TOTAL,GNMA,AGENCY CMO IO/PO,20190418
2ND QUARTILE PRICE,0,*,0,*,TOTAL,GNMA,AGENCY CMO IO/PO,20190418
3RD QUARTILE PRICE,0,*,0,*,TOTAL,GNMA,AGENCY CMO IO/PO,20190418
4TH QUARTILE PRICE,0,*,0,*,TOTAL,GNMA,AGENCY CMO IO/PO,20190418
AVG. PRICE TOP 5 TRADES,0,3.8,0,*,TOTAL,GNMA,AGENCY CMO IO/PO,20190418
STANDARD DEVIATION,0,4.8,0,*,TOTAL,GNMA,AGENCY CMO IO/PO,20190418
VOLUME OF TRADES (000'S),0,7090.6,0,*,TOTAL,GNMA,AGENCY CMO IO/PO,20190418
VOLUME OF TRADES (000'S),0,*,0,*,CUSTOMER BUY,GNMA,AGENCY CMO IO/PO,20190418
VOLUME OF TRADES (000'S),0,*,0,0,CUSTOMER SELL,GNMA,AGENCY CMO IO/PO,20190418
